,participant_id,frame_id,timestamp,action,JOINT_NONE,JOINT_HEAD,JOINT_NECK,JOINT_TORSO,JOINT_WAIST,JOINT_LEFT_COLLAR,JOINT_LEFT_SHOULDER,JOINT_LEFT_ELBOW,JOINT_LEFT_WRIST,JOINT_LEFT_HAND,JOINT_RIGHT_COLLAR,JOINT_RIGHT_SHOULDER,JOINT_RIGHT_ELBOW,JOINT_RIGHT_WRIST,JOINT_RIGHT_HAND,JOINT_LEFT_HIP,JOINT_LEFT_KNEE,JOINT_LEFT_ANKLE,JOINT_RIGHT_HIP,JOINT_RIGHT_KNEE,JOINT_RIGHT_ANKLE
1000,5,2914,"1,64986432892202E+018",knife,[ 0. -0.  0.],[ 1.88261316 -0.01339923  0.36944281],[ 1.86468225 -0.02295066  0.24052316],[ 1.91613904 -0.02704576 -0.12257791],[ 1.89501697 -0.04098189 -0.34674286],[ 1.87775342 -0.0239909   0.14828767],[ 1.88544348 -0.20434735  0.14157271],[ 1.94705188 -0.2761842  -0.15284409],[ 1.8148031  -0.26780154 -0.4066376 ],[ 1.78835339 -0.266125   -0.4573963 ],[ 1.87775342 -0.0239909   0.14828767],[1.890125   0.1615314  0.14862088],[1.70379663 0.36742102 0.01250109],[1.56656653 0.20826372 0.20694394],[1.53912048 0.17643225 0.2458325 ],[ 1.92080359 -0.16256488 -0.37975601],[ 1.7163761  -0.16078209 -0.79621521],[ 1.7163761  -0.16078209 -1.23096777],[ 1.92135413  0.08097169 -0.38491348],[ 1.92135413  0.08097169 -0.8488446 ],[ 1.92135413  0.08097169 -1.28359717]
1143,5,3197,"1,64986432898265E+018",fork,[ 0. -0.  0.],[ 1.8697218  -0.02598857  0.36786545],[ 1.88263403 -0.02882187  0.24308717],[ 1.90327844 -0.03630357 -0.12182692],[ 1.87271008 -0.02610373 -0.34510214],[ 1.88789502 -0.0307285   0.1500925 ],[ 1.8876803  -0.22621312  0.16946533],[ 1.69586157 -0.44300793  0.06317244],[ 1.72234509 -0.25044067  0.2712005 ],[ 1.72764185 -0.21192722  0.31280612],[ 1.88789502 -0.0307285   0.1500925 ],[1.9010177  0.16556743 0.1638168 ],[1.69380188 0.37564365 0.07424976],[1.72627832 0.2097294  0.30332828],[1.73277356 0.17654655 0.34914398],[ 1.90366235 -0.14656966 -0.33350763],[ 1.72656238 -0.11969819 -0.75956714],[ 1.72656238 -0.11969819 -1.19431982],[ 1.91728174  0.08503493 -0.33232828],[ 1.91728174  0.08503493 -0.79451123],[ 1.91728174  0.08503493 -1.22926392]
1166,5,3439,"1,64986432903398E+018",initial,[ 0. -0.  0.],[ 1.90634998 -0.02575423  0.36564468],[ 1.89609192 -0.03059119  0.2414324 ],[ 1.94808813 -0.03284515 -0.12382068],[ 1.9227373  -0.03371962 -0.34797876],[ 1.90922168 -0.03116034  0.14920114],[ 1.9205166  -0.21347069  0.1396917 ],[ 1.98382678 -0.27461188 -0.15295279],[ 1.84862891 -0.29428387 -0.42007208],[ 1.82158936 -0.29821826 -0.47349594],[ 1.90922168 -0.03116034  0.14920114],[1.93099731 0.15053627 0.13961337],[ 1.97688843  0.20167213 -0.15815559],[ 1.85343005  0.21054572 -0.43146402],[ 1.8287384   0.21232043 -0.4861257 ],[ 1.94582178 -0.15846265 -0.39830472],[ 1.75250293 -0.17037932 -0.81794617],[ 1.75250293 -0.17037932 -1.25269873],[ 1.95279333  0.0891525  -0.39934448],[ 1.95279333  0.0891525  -0.86152747],[ 1.95279333  0.0891525  -1.29628003]
1190,5,3463,"1,64986432903907E+018",salt_shaker_left,[ 0. -0.  0.],[ 1.90471729 -0.02482559  0.3675126 ],[ 1.8962019  -0.03056964  0.24212212],[ 1.95924231 -0.02076058 -0.12103438],[ 1.94242163 -0.01403152 -0.34152722],[ 1.91213013 -0.02809122  0.15036444],[ 1.87990771 -0.21608606  0.13968716],[ 1.7948894  -0.31121768 -0.13881133],[ 1.51136658 -0.26015414 -0.12382349],[ 1.45466199 -0.24994144 -0.12082592],[ 1.91213013 -0.02809122  0.15036444],[1.95471655 0.14706592 0.14114487],[ 2.05194849  0.17049774 -0.14840041],[ 2.014776    0.23332524 -0.42748489],[ 2.00734155  0.24589075 -0.48330179],[ 1.94350098 -0.13701016 -0.40266827],[ 1.72608179 -0.07347016 -0.80553882],[ 1.72608179 -0.07347016 -1.2402915 ],[ 1.99031238  0.09524452 -0.41111551],[ 1.99031238  0.09524452 -0.87329846],[ 1.99031238  0.09524452 -1.30805103]
1209,5,3482,"1,64986432904318E+018",salt_shaker_right,[ 0. -0.  0.],[ 1.88341492 -0.01952001  0.36707867],[ 1.87619446 -0.03056554  0.24212271],[ 1.93508716 -0.02185317 -0.12300345],[ 1.90771497 -0.02546928 -0.34680334],[ 1.89102527 -0.02837153  0.15017406],[ 1.90610071 -0.21112393  0.14321288],[ 2.10280371 -0.30584216 -0.0787081 ],[ 2.10967188 -0.40079636 -0.36073752],[ 2.11104541 -0.4197872  -0.4171434 ],[ 1.89102527 -0.02837153  0.15017406],[1.89005688 0.15193643 0.14323016],[ 1.85504395  0.21427365 -0.15975609],[ 1.60137634  0.20253136 -0.31505887],[ 1.55064282  0.20018289 -0.34611942],[ 1.92475769 -0.14397803 -0.38376852],[ 1.71292297 -0.07229003 -0.78824353],[ 1.71292297 -0.07229003 -1.22299609],[ 1.93553589  0.08930177 -0.38874667],[ 1.93553589  0.08930177 -0.85092969],[ 1.93553589  0.08930177 -1.28568237]
1339,5,3747,"1,64986432909942E+018",sugar_bowl,[ 0. -0.  0.],[ 1.89283813 -0.02365647  0.36664099],[ 1.88571387 -0.03088593  0.24023727],[ 1.91952917 -0.02848195 -0.1316011 ],[ 1.89674927 -0.02839452 -0.35603674],[ 1.89415125 -0.03028611  0.1474592 ],[ 1.89572095 -0.21751891  0.14450493],[ 1.78964221 -0.3373537  -0.11948079],[ 1.54056055 -0.23112071 -0.03577642],[ 1.49074426 -0.20987411 -0.01903555],[ 1.89415125 -0.03028611  0.1474592 ],[1.90667883 0.15364368 0.14222713],[ 1.78053711  0.25881461 -0.1191707 ],[ 1.51334937  0.19659833 -0.04794279],[ 1.45991187  0.18415508 -0.03369721],[ 1.9046969  -0.15080481 -0.38217331],[ 1.71547546 -0.11358757 -0.80220105],[ 1.71547546 -0.11358757 -1.23695361],[ 1.92402441  0.08729855 -0.39144019],[ 1.92402441  0.08729855 -0.85362317],[ 1.92402441  0.08729855 -1.28837573]
1487,5,4008,"1,6498643291552E+018",mixer,[ 0. -0.  0.],[ 1.95870715 -0.03052092  0.36657855],[ 1.93628638 -0.03804783  0.23787927],[ 1.93151306 -0.03421258 -0.11505453],[ 1.90448962 -0.03407708 -0.3390188 ],[ 1.93502661 -0.0370356   0.14473041],[ 1.93065515 -0.22972195  0.14415503],[ 1.76340271 -0.48398767  0.08907568],[ 1.67699084 -0.39027527  0.35714157],[ 1.6597085  -0.37153278  0.41075476],[ 1.93502661 -0.0370356   0.14473041],[1.95401575 0.15002008 0.13852617],[1.75733655 0.36540506 0.03564378],[1.64981702 0.30615125 0.30589713],[1.62831311 0.29430048 0.35994778],[ 1.91731909 -0.15607288 -0.37695941],[ 1.7250791  -0.11787693 -0.79557507],[ 1.7250791  -0.11787693 -1.23032764],[ 1.93949121  0.08258189 -0.37961652],[ 1.70552026  0.00441209 -0.77051465],[ 1.70552026  0.00441209 -1.20526733]
1624,5,4252,"1,64986432920754E+018",pressure_cooker,[ 0. -0.  0.],[ 1.8464917  -0.18002992  0.49004434],[ 1.84120874 -0.18843864  0.36488058],[ 1.89027881 -0.18314886  0.01058618],[ 1.8805033  -0.17975793 -0.18790553],[ 1.85315259 -0.18715109  0.27864423],[ 1.84120422 -0.37716748  0.27411557],[ 1.80574268 -0.64321356  0.16999907],[ 1.69680664 -0.69569464  0.41072748],[ 1.67501941 -0.70619086  0.45887317],[ 1.85315259 -0.18715109  0.27864423],[ 1.86852063 -0.00259857  0.27228253],[1.8440564  0.26812668 0.1774794 ],[1.76055212 0.39807196 0.39818906],[1.74385132 0.424061   0.44233099],[ 1.88575732 -0.30055685 -0.26509802],[ 1.76318604 -0.2722001  -0.70023621],[ 1.76318604 -0.2722001  -1.10655164],[ 1.90845251 -0.06803011 -0.27560016],[ 1.77846143 -0.11207996 -0.70726556],[ 1.77846143 -0.11207996 -1.11358105]
0,1,1143,"1,64986428269628E+018",initial,[ 0. -0.  0.],[1.56393054 0.11809518 0.38294394],[1.59566504 0.11632018 0.24859143],[ 1.65399622  0.11555059 -0.11097806],[ 1.63006384  0.11737206 -0.33453436],[1.61053394 0.11612401 0.15693579],[ 1.60846936 -0.0593204   0.14912732],[ 1.66984009 -0.11157282 -0.13956136],[ 1.5612251  -0.14615268 -0.40328491],[ 1.53950208 -0.15306865 -0.45602963],[1.61053394 0.11612401 0.15693579],[1.63569958 0.28761383 0.14877966],[ 1.65819214  0.34045065 -0.14539746],[ 1.54921655  0.33436069 -0.41116119],[ 1.52742139  0.3331427  -0.46431393],[ 1.6571377  -0.0077524  -0.37341275],[ 1.6571377 -0.0077524 -0.8340636],[ 1.6571377  -0.0077524  -1.26737524],[ 1.65556226  0.24253073 -0.37334116],[ 1.65556226  0.24253073 -0.83399207],[ 1.65556226  0.24253073 -1.26730371]
29,1,1172,"1,64986428276483E+018",teacup,[ 0. -0.  0.],[1.56273816 0.11896426 0.38250812],[1.59499829 0.1162926  0.24929449],[ 1.65314246  0.11469215 -0.10998691],[ 1.62946704  0.12069332 -0.33349744],[1.60983215 0.11588429 0.15763388],[ 1.62275879 -0.06731015  0.16334488],[ 1.66880347 -0.24722609 -0.08314664],[ 1.47194153 -0.11030116 -0.26391565],[ 1.43256909 -0.08291617 -0.30006946],[1.60983215 0.11588429 0.15763388],[1.6323595  0.29233484 0.15192294],[ 1.65554578  0.34701324 -0.15093114],[ 1.53867517  0.33437994 -0.42726828],[ 1.51530103  0.33185327 -0.48253571],[ 1.64452393e+00  1.14485168e-03 -3.69129700e-01],[ 1.64452393e+00  1.14485168e-03 -8.29780579e-01],[ 1.64452393e+00  1.14485168e-03 -1.26309229e+00],[ 1.65283093  0.24109692 -0.36206216],[ 1.65283093  0.24109692 -0.82271301],[ 1.65283093  0.24109692 -1.25602466]
242,1,1437,"1,64986428342957E+018",teapot,[ 0. -0.  0.],[1.55899121 0.12498743 0.3849115 ],[1.5844967  0.12094522 0.25495934],[ 1.65642578  0.10460196 -0.09731456],[ 1.63029248  0.10634498 -0.32062485],[1.60305371 0.11672882 0.16407623],[ 1.62040723 -0.06797141  0.17037476],[ 1.68919141 -0.246649   -0.08569763],[ 1.52269836 -0.13771169 -0.2815098 ],[ 1.48939978 -0.11592422 -0.32067224],[1.60305371 0.11672882 0.16407623],[1.61376843 0.30446371 0.15699127],[1.6178916  0.61419757 0.07775795],[1.53363379 0.79777252 0.27045071],[1.51678223 0.83448749 0.30898926],[ 1.6458252  -0.01213027 -0.33907773],[ 1.6458252  -0.01213027 -0.79972864],[ 1.6458252  -0.01213027 -1.23304028],[ 1.645021    0.22627905 -0.33442398],[ 1.645021    0.22627905 -0.79507483],[ 1.645021    0.22627905 -1.22838647]
325,1,1641,"1,64986428396101E+018",spoon,[ 0. -0.  0.],[1.53457556 0.10279918 0.38124728],[1.56263708 0.10323528 0.25839911],[ 1.617021    0.08236076 -0.09719785],[ 1.59166272  0.08998997 -0.32047394],[1.57665112 0.09785619 0.16676642],[ 1.59039844 -0.09060456  0.17498889],[ 1.63602612 -0.39090826  0.12242206],[ 1.5222865  -0.42631857  0.38530685],[ 1.49953857 -0.43340063  0.43788382],[1.57665112 0.09785619 0.16676642],[1.60397388 0.2830437  0.15227637],[1.59490222 0.58784662 0.10710569],[1.51722351 0.62180267 0.38298975],[1.50168774 0.62859387 0.43816656],[ 1.61709729 -0.02946131 -0.35612625],[ 1.61709729 -0.02946131 -0.8167771 ],[ 1.61709729 -0.02946131 -1.25008887],[ 1.61772742  0.21001361 -0.35122324],[ 1.61772742  0.21001361 -0.81187415],[ 1.61772742  0.21001361 -1.24518579]
635,1,1979,"1,64986428491643E+018",ladle,[ 0. -0.  0.],[1.54706262 0.10560426 0.38382428],[1.57208447 0.10420006 0.25955035],[ 1.63733472  0.10023207 -0.0989838 ],[ 1.60891125  0.10126131 -0.32201855],[1.58870911 0.10318909 0.16820224],[ 1.61031934 -0.07563013  0.16010855],[ 1.67670569 -0.18947726 -0.12314417],[ 1.44481689 -0.13871852 -0.26835541],[ 1.39843909 -0.12856677 -0.29739764],[1.58870911 0.10318909 0.16820224],[1.61215479 0.28205481 0.15731761],[ 1.6759729   0.40275018 -0.12368111],[ 1.44540405  0.37036411 -0.27607645],[ 1.39929028  0.3638869  -0.30655551],[ 1.6281333  -0.01698988 -0.36438571],[ 1.6281333  -0.01698988 -0.82503662],[ 1.6281333  -0.01698988 -1.25834839],[ 1.63283777  0.22079556 -0.35956689],[ 1.63283777  0.22079556 -0.82021777],[ 1.63283777  0.22079556 -1.25352954]
814,1,2182,"1,6498642854803E+018",shallow_plate,[ 0. -0.  0.],[1.5746355  0.10816325 0.38308713],[1.59221997 0.10710007 0.25888904],[ 1.64119312  0.10143693 -0.10535782],[ 1.62090356  0.10307649 -0.32927548],[1.60459143 0.10566946 0.16687395],[ 1.61666821 -0.07538574  0.15879156],[ 1.64386609 -0.28767676 -0.06309763],[ 1.40837146 -0.29018179  0.07909971],[ 1.36127258 -0.2906828   0.10753918],[1.60459143 0.10566946 0.16687395],[1.63393506 0.28282263 0.15258893],[ 1.6070072   0.51686438 -0.04626114],[1.37802124 0.52336969 0.10607782],[1.332224   0.52467078 0.13654561],[ 1.63405652 -0.01550642 -0.36549329],[ 1.63405652 -0.01550642 -0.82614417],[ 1.63405652 -0.01550642 -1.25945581],[ 1.63988818  0.22192308 -0.36275354],[ 1.63988818  0.22192308 -0.82340442],[ 1.63988818  0.22192308 -1.25671606]
875,1,2472,"1,6498642861789E+018",dinner_plate,[ 0. -0.  0.],[1.57105347 0.11407156 0.38217755],[1.58613721 0.10932141 0.25878625],[ 1.63298828  0.10679501 -0.10746005],[ 1.61207239  0.10611588 -0.33132504],[1.59791907 0.10868609 0.16668488],[ 1.60727722 -0.07083562  0.15279086],[ 1.57129321 -0.18930731 -0.11744458],[ 1.29265247 -0.21338    -0.05463171],[ 1.23692432 -0.21819455 -0.04206913],[1.59791907 0.10868609 0.16668488],[1.61294519 0.28403613 0.14523196],[ 1.53769922  0.36625876 -0.13033127],[ 1.25901379  0.39732104 -0.07087384],[ 1.20327673  0.40353351 -0.05898235],[ 1.62077405 -0.01234883 -0.37505441],[ 1.62077405 -0.01234883 -0.83570532],[ 1.62077405 -0.01234883 -1.26901709],[ 1.62551343  0.2246976  -0.37401382],[ 1.62551343  0.2246976  -0.83466467],[ 1.62551343  0.2246976  -1.26797632]
932,1,2675,"1,64986428663898E+018",knife,[ 0. -0.  0.],[1.57539063 0.11506606 0.38512555],[1.58145361 0.11085308 0.25556694],[ 1.66156531  0.12582473 -0.11711342],[ 1.63998572  0.13920395 -0.34051617],[1.60095276 0.11449718 0.16485654],[ 1.60625317 -0.07325555  0.17533319],[ 1.5128562  -0.27192725 -0.05004364],[ 1.34352405 -0.13197269  0.13459438],[ 1.30965759 -0.10398177  0.17152197],[1.60095276 0.11449718 0.16485654],[1.62915186 0.2827981  0.16012976],[ 1.69536328  0.33637814 -0.14274544],[ 1.61700964  0.39440521 -0.41264429],[ 1.60133887  0.40601062 -0.46662405],[ 1.65247473  0.01960158 -0.390272  ],[ 1.65247473  0.01960158 -0.85092285],[ 1.65247473  0.01960158 -1.28423462],[ 1.68115894  0.25562349 -0.38109229],[ 1.68115894  0.25562349 -0.84174316],[ 1.68115894  0.25562349 -1.27505493]
1072,1,2987,"1,64986428742346E+018",fork,[ 0. -0.  0.],[1.60887585 0.11380564 0.37844519],[1.60255615 0.10743867 0.25302711],[ 1.64161462  0.09055969 -0.10143172],[ 1.61856873  0.0962078  -0.32501721],[1.61271497 0.10304857 0.1608349 ],[ 1.61448315 -0.08527762  0.16639958],[ 1.46450244 -0.35010837  0.11742664],[ 1.39635779 -0.16832025  0.3222175 ],[ 1.38272888 -0.13196263  0.36317566],[1.61271497 0.10304857 0.1608349 ],[1.63245557 0.29628876 0.1623197 ],[1.44319958 0.52089355 0.0687103 ],[1.40083569 0.38287933 0.3111712 ],[1.39236292 0.35527649 0.35966339],[ 1.64604663 -0.02069673 -0.34564886],[ 1.64604663 -0.02069673 -0.80629974],[ 1.64604663 -0.02069673 -1.23961145],[ 1.64510181  0.21132132 -0.34590421],[ 1.64510181  0.21132132 -0.80655505],[ 1.64510181  0.21132132 -1.2398667 ]
1134,1,3243,"1,64986428800188E+018",salt_shaker_left,[ 0. -0.  0.],[1.53439771 0.10985152 0.38263989],[1.57241455 0.11006801 0.257116  ],[ 1.63575122  0.10855681 -0.11179312],[ 1.61678723  0.1225699  -0.33283502],[1.58812634 0.10969313 0.16560164],[ 1.58341748 -0.06669443  0.15531946],[ 1.58789343 -0.13728073 -0.14882869],[ 1.33193701 -0.13854099 -0.26977533],[ 1.28074573 -0.13879303 -0.29396466],[1.58812634 0.10969313 0.16560164],[1.61372778 0.27987698 0.15134882],[ 1.72600427  0.33246219 -0.13524728],[ 1.67622473  0.41872964 -0.40024405],[ 1.6662688   0.43598312 -0.45324341],[ 1.63998059  0.0065285  -0.38922955],[ 1.63998059  0.0065285  -0.84988043],[ 1.63998059  0.0065285  -1.28319214],[ 1.67055554  0.22938742 -0.38560281],[ 1.67055554  0.22938742 -0.84625366],[ 1.67055554  0.22938742 -1.27956543]
1148,1,3257,"1,64986428803155E+018",salt_shaker_right,[ 0. -0.  0.],[1.53986218 0.10986649 0.38374762],[1.57197534 0.11001487 0.25708948],[ 1.64122595  0.10895526 -0.11582599],[ 1.62278809  0.08854432 -0.33894128],[1.58892847 0.10975547 0.16579654],[ 1.61749817 -0.06092913  0.15859845],[ 1.70603552 -0.12185593 -0.13219403],[ 1.61077722 -0.17608659 -0.40708157],[ 1.59172559 -0.18693272 -0.46205908],[1.58892847 0.10975547 0.16579654],[1.57530225 0.28180774 0.14998758],[ 1.50774438  0.33785739 -0.14734317],[ 1.22524194  0.34283215 -0.23535403],[ 1.16874146  0.34382712 -0.25295621],[ 1.66483484 -0.02808902 -0.39047308],[ 1.66483484 -0.02808902 -0.85112396],[ 1.66483484 -0.02808902 -1.28443567],[ 1.63039734  0.2114673  -0.39341077],[ 1.63039734  0.2114673  -0.85406165],[ 1.63039734  0.2114673  -1.28737329]
1262,1,3494,"1,64986428857099E+018",sugar_bowl,[ 0. -0.  0.],[1.56148389 0.12057673 0.3824429 ],[1.57979541 0.12153625 0.25523871],[ 1.62361816  0.11043537 -0.12242288],[ 1.60613806  0.11013898 -0.34658316],[1.59049353 0.11882627 0.16304282],[ 1.61422998 -0.05923608  0.15514391],[ 1.64931909 -0.15955934 -0.13420728],[ 1.38991968 -0.02790917 -0.1368645 ],[ 1.33803979 -0.00157913 -0.13739595],[1.59049353 0.11882627 0.16304282],[1.62216528 0.2963522  0.14787239],[ 1.64168921  0.39011526 -0.14512483],[ 1.41683521  0.20567091 -0.13820587],[ 1.37186438  0.16878204 -0.13682208],[ 1.62799866 -0.00393809 -0.37811127],[ 1.62799866 -0.00393809 -0.83876215],[ 1.62799866 -0.00393809 -1.27207385],[ 1.62892798  0.22614958 -0.37325565],[ 1.62892798  0.22614958 -0.83390649],[ 1.62892798  0.22614958 -1.26721826]
1391,1,3710,"1,64986428911659E+018",mixer,[ 0. -0.  0.],[1.59811511 0.11676373 0.38099115],[1.60560327 0.11704503 0.25359998],[ 1.6456604   0.11553879 -0.11446042],[ 1.62094299  0.11151732 -0.33790247],[1.61564941 0.11666727 0.16129175],[ 1.61961096 -0.06715671  0.15823801],[ 1.53982935 -0.34298007  0.04539455],[ 1.36018347 -0.38605298  0.27313467],[ 1.32425427 -0.39466757  0.31868271],[1.61564941 0.11666727 0.16129175],[1.62924194 0.29681885 0.15189951],[1.49816736 0.54981982 0.03363168],[1.33159143 0.61124542 0.26702579],[1.29827625 0.62353052 0.31370462],[ 1.63808337 -0.00762902 -0.37151947],[ 1.63808337 -0.00762902 -0.83217035],[ 1.63808337 -0.00762902 -1.26548206],[ 1.64464014  0.23024506 -0.37138046],[ 1.64464014  0.23024506 -0.83203137],[ 1.64464014  0.23024506 -1.26534302]
1542,1,3987,"1,64986428999468E+018",pressure_cooker,[ 0. -0.  0.],[ 1.51578333e+00 -4.60538864e-04  5.28497131e-01],[ 1.57898828 -0.01179946  0.42510785],[ 1.65211902 -0.01791693  0.09620309],[ 1.65296716 -0.01764242 -0.10792386],[ 1.59769763 -0.01336452  0.34096252],[ 1.58329199 -0.18412817  0.35288223],[ 1.47888562 -0.35483496  0.14828629],[ 1.21789099 -0.33024103  0.1552238 ],[ 1.16569202 -0.32532224  0.1566113 ],[ 1.59769763 -0.01336452  0.34096252],[1.60118176 0.15551814 0.34483008],[1.48056519 0.28808646 0.12171952],[1.22028687 0.31331235 0.14146896],[1.1682312  0.31835751 0.14541885],[ 1.68717029 -0.12243481 -0.17673978],[ 1.64627649 -0.12692261 -0.60393481],[ 1.94058569  0.08104922 -0.78281189],[ 1.69428064  0.08275203 -0.17995764],[ 1.65906958  0.07418941 -0.60759631],[ 1.65906958  0.07418941 -1.00992346]
0,8,1251,"1,64986439626172E+018",initial,[ 0. -0.  0.],[1.69128149 0.08803151 0.66304352],[1.70831982 0.09701564 0.53577649],[1.81659766 0.08001801 0.20457587],[ 1.85250598  0.08074126 -0.00615408],[1.73570752 0.09271629 0.45200308],[ 1.73588916 -0.07263399  0.45362695],[ 1.83140015 -0.13731261  0.18433992],[ 1.77731165 -0.17605559 -0.06711238],[ 1.7664939  -0.18380418 -0.11740285],[1.73570752 0.09271629 0.45200308],[1.71851636 0.26417041 0.44497495],[1.74656653 0.32852448 0.16055811],[ 1.71772375  0.29132593 -0.09525285],[ 1.7119552   0.28388623 -0.14641504],[ 1.92671875 -0.03498122 -0.12259027],[ 1.94970935 -0.05870034 -0.57482001],[ 1.94970935 -0.05870034 -0.98660638],[ 1.92158533  0.19444649 -0.13023297],[ 1.96371631  0.21448001 -0.58126141],[ 1.96371631  0.21448001 -0.99304779]
127,8,1451,"1,64986439629636E+018",teacup,[ 0. -0.  0.],[1.69226636 0.09745148 0.66173615],[1.68789087 0.10264124 0.53295923],[1.79451404 0.08471625 0.19706415],[ 1.83089319  0.08368096 -0.01316646],[1.71460364 0.09815041 0.44880588],[ 1.72603247 -0.07605655  0.46906436],[ 1.80951086 -0.2365405   0.23794351],[ 1.66825867 -0.09022531  0.06350242],[ 1.64000818 -0.06096227  0.0286142 ],[1.71460364 0.09815041 0.44880588],[1.70098865 0.27249564 0.44104529],[1.73657227 0.33043762 0.15553323],[ 1.71027637  0.28849564 -0.1077905 ],[ 1.70501721  0.28010724 -0.16045525],[ 1.90117993 -0.01784599 -0.11747196],[ 1.94395813 -0.02903368 -0.57141229],[ 1.94395813 -0.02903368 -0.98396411],[ 1.89516431  0.18094292 -0.12807208],[ 1.95254871  0.20319577 -0.57998889],[ 1.95254871  0.20319577 -0.99254077]
201,8,1616,"1,6498643963262E+018",teapot,[ 0. -0.  0.],[1.68616174 0.08466558 0.66045166],[1.69205981 0.10593822 0.53334082],[1.79153052 0.10965455 0.18932611],[ 1.82649536  0.10925894 -0.01116513],[1.71662573 0.10685603 0.44838083],[ 1.72394092 -0.07580351  0.46841919],[ 1.82246619 -0.22795288  0.24027332],[ 1.6653551  -0.06712103  0.09396718],[ 1.63393286 -0.03495465  0.06470595],[1.71662573 0.10685603 0.44838083],[1.72281958 0.28644171 0.46453961],[1.6989176  0.57671344 0.455694  ],[1.58178088 0.78495203 0.57764459],[1.55835352 0.82659973 0.60203473],[ 1.89614221 -0.00194682 -0.11800333],[ 1.93388049 -0.03328868 -0.57124622],[ 1.93388049 -0.03328868 -0.98398285],[ 1.90130469  0.2138891  -0.12258993],[ 1.9573562   0.19944725 -0.57479041],[ 1.9573562   0.19944725 -0.98752704]
255,8,1848,"1,64986439636616E+018",spoon,[ 0. -0.  0.],[1.70093433 0.09504247 0.66264722],[1.69725037 0.10028795 0.53379309],[1.79713525 0.10670117 0.18344232],[ 1.83079895  0.10844385 -0.01692619],[1.72149597 0.10184467 0.44875043],[ 1.73573511 -0.0782009   0.45311755],[ 1.6948457  -0.35087424  0.35269513],[ 1.61502686 -0.25368312  0.59098883],[ 1.59906311 -0.2342449   0.63864758],[1.72149597 0.10184467 0.44875043],[1.71161938 0.28149371 0.45129532],[1.6619834  0.54997894 0.3437811 ],[1.55779834 0.4670127  0.57800989],[1.5369613  0.45041943 0.62485565],[ 1.89799451 -0.00810054 -0.12221869],[ 1.95570325 -0.07379124 -0.5656275 ],[ 1.95570325 -0.07379124 -0.97836414],[ 1.90960461  0.21125523 -0.1326776 ],[ 1.94653577  0.21737637 -0.58307257],[ 1.94653577  0.21737637 -0.9958092 ]
537,8,2174,"1,64986439642329E+018",ladle,[ 0. -0.  0.],[1.69882727 0.11459348 0.66156122],[1.69272974 0.1178284  0.53273071],[1.78397693 0.11844827 0.19522696],[ 1.83159546  0.12190721 -0.01998474],[1.71581323 0.11798521 0.44734991],[ 1.72846057 -0.05461345  0.45202725],[ 1.81540234 -0.12430695  0.20282753],[ 1.61592236 -0.0049608   0.06840038],[1.57602637 0.01890843 0.04151495],[1.71581323 0.11798521 0.44734991],[1.71000452 0.29082816 0.44729886],[1.79368335 0.36245447 0.19753085],[1.62849182 0.19923053 0.06271198],[1.59545349 0.16658574 0.0357482 ],[ 1.89440955  0.02604572 -0.12410144],[ 1.93652563 -0.02172804 -0.5614469 ],[ 1.93652563 -0.02172804 -0.97418945],[ 1.8988324   0.21446065 -0.12618996],[ 1.9446333   0.23212184 -0.56541376],[ 1.9446333   0.23212184 -0.97815631]
733,8,2746,"1,64986439654189E+018",dinner_plate,[ 0. -0.  0.],[1.75085645 0.10897424 0.66336639],[1.72791064 0.11165344 0.53336621],[1.80955237 0.12069866 0.17714551],[ 1.85343872  0.12230773 -0.03149394],[1.74812585 0.11389311 0.44516306],[ 1.74815405 -0.05596794  0.45453259],[ 1.55173389 -0.1125625   0.23069951],[ 1.27989136 -0.03098     0.22948216],[ 1.22552283 -0.0146635   0.22923869],[1.74812585 0.11389311 0.44516306],[1.72987952 0.28040192 0.45436276],[1.58500146 0.30805023 0.18954033],[1.31020874 0.24435234 0.22095819],[1.25525024 0.23161276 0.22724176],[ 1.91288855e+00 -1.60992432e-03 -1.36268967e-01],[ 1.94784082 -0.02053727 -0.58224481],[ 1.94784082 -0.02053727 -1.00465387],[ 1.92760461  0.23403134 -0.14697151],[ 1.96047327  0.23026576 -0.59349115],[ 1.96047327  0.23026576 -1.01590021]
773,8,2952,"1,64986439670439E+018",knife,[ 0. -0.  0.],[1.69909412 0.11775643 0.65959753],[1.69965979 0.11904978 0.52756012],[1.80073425 0.13020982 0.19057013],[ 1.83007849  0.13506302 -0.00920071],[1.72565308 0.12191981 0.44089648],[ 1.74041907 -0.04998336  0.43971671],[ 1.60946899 -0.14864287  0.18785437],[ 1.40299231 -0.04240063  0.33477719],[ 1.36169702 -0.02115219  0.36416174],[1.72565308 0.12191981 0.44089648],[1.70902429 0.29294046 0.44024274],[1.77667737 0.35953171 0.15510251],[ 1.67256689  0.35516641 -0.09915773],[ 1.65174475  0.35429337 -0.15000978],[ 1.89614905  0.03304768 -0.11282827],[ 1.90640198 -0.00872178 -0.57525079],[ 1.90640198 -0.00872178 -0.99768579],[ 1.9011167   0.22663397 -0.12561606],[ 1.97668408  0.25077687 -0.58320874],[ 1.97668408  0.25077687 -1.00564374]
